kanji
阪
板
版
班
畔
般
販
斑
搬
煩
頒
範
番
盤
比
皮
妃
否
批
彼
披
肥
非
飛
疲
悲
扉
費
罷
尾
眉
美
微
鼻
膝
肘
匹
必
泌
筆
百
表
票
評
漂
標
秒
病
品
貧
不
夫
父
付
布
扶
府
怖
阜
附
訃
負
赴
浮
婦
符
富
普
腐
敷
膚
賦
譜
武
部
封
伏
服
副
幅
復
腹
覆
拂
沸
佛
物
粉
紛
噴
墳
憤
奮
分
文
聞
丙
平
兵
併
並
柄
陛
閉
米
壁
璧
癖
別
片
偏
編
弁
便
步
保
哺
捕
母
簿
方
包
邦
奉
抱
放
法
泡
胞
俸
倣
峰
崩
訪
報
蜂
褒
亡
忙
坊
妨
忘
防
房
肪
某
冒
剖
紡
望
傍
帽
棒
貿
貌
暴
膨
謀
頰
北
木
朴
牧
睦
僕
撲
勃
本
奔
翻
凡
盆
麻
摩
磨
魔
每
妹
枚
昧
埋
枕
又
末
抹
慢
漫
未
味
魅
密
蜜
脈
妙
民
眠
矛
無
娘
名
命
明
冥
盟
銘
鳴
滅
面
綿
毛
妄
盲
耗
猛
網
目
默
門
紋
問
冶
夜
野
彌
厄
役
約
躍
由
油
愉
諭
輸
癒
唯
友
有
勇
幽
悠
郵
湧
猶
雄
誘
憂
融
優
予
余
預
幼
用
羊
妖
洋
要
容
庸
揚
搖
陽
溶
腰
瘍
窯
養
擁
謠
抑
沃
浴
欲
翌
翼
拉
羅
來
雷
賴
絡
酪
辣
卵
吏
利
里
理
痢
履
璃
離
陸
立
律
慄
略
柳
留
龍
粒
侶
旅
慮
了
良
料
涼
陵
量
僚
領
寮
療
瞭
糧
力
綠
林
倫
輪
淚
累
壘
令
冷
例
鈴
零
麗
曆
歷
列
劣
烈
裂
廉
鍊
呂
賂
路
露
老
弄
郎
浪
漏
籠
六
錄
麓
論
和
話
賄
惑
腕
亞
哀
挨
愛
曖
惡
握
宛
安
案
暗
衣
位
依
委
威
為
畏
胃
尉
異
移
椅
彙
意
維
慰
域
一
引
因
咽
姻
員
院
淫
陰
飲
韻
右
宇
羽
雨
鬱
畝
浦
雲
永
泳
映
榮
詠
影
易
疫
益
液
越
圓
沿
炎
怨
宴
媛
援
園
煙
猿
鉛
演
緣
王
凹
央
應
往
押
旺
櫻
翁
奧
岡
屋
億
憶
臆
虞
乙
俺
音
恩
溫
下
化
火
加
可
何
佳
價
果
河
科
架
夏
家
貨
嫁
暇
靴
寡
歌
稼
課
蚊
我
賀
介
回
灰
快
戒
改
怪
拐
界
皆
械
開
階
塊
楷
解
潰
壞
懷
諧
貝
外
劾
害
崖
涯
街
該
垣
柿
各
角
革
格
核
郭
較
隔
閣
確
嚇
岳
樂
額
顎
掛
括
活
渴
割
轄
且
株
釜
刈
干
刊
甘
汗
缶
完
肝
官
冠
卷
看
陷
乾
勘
患
貫
寒
喚
堪
換
棺
款
間
閑
幹
感
慣
管
緩
憾
環
簡
丸
含
岸
岩
玩
眼
頑
願
企
危
氣
岐
希
忌
汽
奇
季
紀
軌
記
起
鬼
基
寄
規
喜
幾
揮
期
棋
貴
毀
旗
輝
機
騎
技
宜
偽
欺
義
疑
儀
戲
擬
議
吉
詰
客
虐
九
久
弓
丘
休
朽
臼
求
究
泣
急
糾
宮
救
球
給
窮
牛
去
居
虛
許
魚
漁
凶
共
叫
狂
京
享
供
協
況
峽
狹
恐
恭
胸
脅
強
教
境
橋
矯
鏡
競
仰
曉
業
凝
曲
局
極
玉
巾
斤
均
金
琴
筋
禁
錦
吟
銀
句
具
愚
空
偶
隅
串
屈
掘
窟
熊
君
訓
軍
郡
群
兄
刑
形
系
係
型
契
計
惠
揭
景
傾
詣
慶
憬
憩
鯨
劇
擊
激
欠
穴
血
決
結
潔
月
犬
件
見
券
肩
研
縣
儉
兼
劍
拳
軒
險
圈
檢
嫌
絹
憲
謙
顯
驗
懸
元
幻
玄
言
弦
限
原
現
舷
減
源
己
古
呼
固
股
虎
故
枯
個
庫
湖
雇
誇
鼓
顧
五
互
午
後
悟
語
誤
口
工
公
勾
孔
功
巧
甲
交
光
向
后
好
江
考
行
坑
孝
抗
攻
更
幸
拘
肯
侯
厚
恆
洪
皇
紅
郊
香
候
校
耕
航
貢
高
康
控
梗
喉
港
硬
絞
項
溝
構
綱
酵
稿
衡
鋼
講
購
乞
合
拷
剛
豪
克
告
谷
刻
國
黑
酷
獄
駒
頃
今
困
昆
恨
根
婚
混
痕
魂
墾
懇
左
佐
沙
砂
唆
詐
鎖
座
挫
才
再
災
妻
采
碎
宰
栽
彩
採
祭
細
最
裁
債
催
塞
載
際
在
材
財
罪
崎
作
削
昨
柵
索
策
搾
錯
冊
札
刷
察
撮
擦
雜
皿
三
山
傘
散
算
酸
斬
暫
士
子
支
止
氏
仕
史
司
四
市
矢
旨
死
糸
至
伺
志
私
使
刺
始
枝
肢
姿
思
指
施
師
恣
紙
脂
詞
嗣
試
詩
資
誌
摯
賜
諮
示
字
寺
次
耳
自
兒
事
侍
治
持
時
滋
慈
磁
璽
鹿
式
軸
七
失
室
疾
執
嫉
漆
質
實
車
射
捨
赦
斜
謝
蛇
尺
借
酌
爵
弱
寂
手
主
守
朱
取
狩
首
殊
珠
酒
腫
種
趣
壽
受
授
需
儒
樹
收
囚
州
舟
秀
周
宗
拾
秋
終
習
就
集
愁
酬
醜
襲
十
汁
住
柔
重
從
獸
縱
叔
宿
淑
縮
塾
熟
出
術
俊
春
旬
盾
准
殉
純
循
順
準
潤
所
書
女
如
助
序
徐
除
小
升
少
召
匠
床
抄
肖
尚
招
承
松
沼
昭
宵
將
消
症
笑
唱
商
涉
章
紹
訟
勝
掌
晶
燒
焦
硝
詔
証
象
傷
照
詳
彰
障
憧
衝
賞
償
礁
鐘
上
丈
冗
狀
乘
城
淨
剩
常
情
場
疊
錠
讓
釀
色
拭
食
植
殖
辱
心
申
伸
身
辛
侵
信
津
娠
振
浸
真
針
深
紳
森
診
寢
慎
新
審
震
親
人
刃
仁
盡
甚
陣
尋
須
水
吹
垂
炊
帥
粹
衰
推
醉
睡
穗
崇
杉
寸
瀨
是
井
世
正
生
成
西
制
姓
征
性
青
齊
政
星
牲
省
清
盛
婿
晴
勢
聖
誠
精
製
誓
靜
請
整
醒
夕
斥
石
赤
昔
析
脊
隻
惜
戚
責
跡
積
績
籍
切
折
拙
接
設
雪
攝
舌
千
川
仙
占
先
宣
專
泉
洗
染
扇
栓
旋
船
戰
煎
羨
腺
詮
箋
線
纖
鮮
全
前
善
然
漸
膳
繕
狙
阻
租
素
措
粗
組
訴
塑
礎
壯
早
爭
走
奏
相
倉
桑
巢
掃
曹
曾
爽
創
喪
裝
想
槽
操
燥
霜
像
增
即
束
足
促
則
息
捉
側
測
俗
族
賊
卒
率
存
村
孫
尊
損
他
多
汰
打
妥
唾
惰
太
耐
待
怠
胎
堆
袋
替
貸
隊
態
戴
大
代
台
第
題
宅
卓
拓
託
濯
濁
但
奪
棚
誰
丹
旦
單
炭
探
淡
短
端
綻
鍛
團
男
段
彈
暖
談
壇
地
池
知
恥
痴
稚
置
竹
畜
築
秩
窒
嫡
中
仲
虫
沖
宙
忠
抽
注
晝
柱
鑄
駐
貯
丁
弔
廳
兆
長
挑
帳
張
彫
眺
釣
頂
鳥
朝
貼
超
腸
跳
徵
嘲
潮
澄
調
聽
直
沈
珍
朕
陳
賃
鎮
椎
墜
痛
漬
坪
爪
鶴
低
呈
弟
定
底
抵
邸
亭
貞
帝
訂
停
偵
堤
提
程
締
諦
泥
的
笛
摘
滴
敵
溺
哲
天
典
店
展
添
轉
田
傳
殿
電
斗
吐
徒
塗
土
奴
努
怒
刀
冬
燈
投
豆
東
到
倒
凍
唐
島
桃
討
悼
盜
陶
棟
湯
痘
登
答
等
筒
稻
踏
糖
頭
謄
騰
同
洞
胴
動
堂
童
銅
瞳
特
得
督
德
篤
凸
屯
豚
頓
貪
鈍
那
奈
梨
南
軟
二
尼
肉
虹
日
入
乳
尿
任
妊
忍
認
寧
熱
年
念
捻
燃
納
能
農
濃
把
波
派
破
馬
婆
罵
拜
杯
盃
背
俳
配
排
敗
輩
賣
倍
培
陪
媒
買
賠
白
伯
拍
泊
剝
舶
博
縛
爆
箱
肌
八
髮
伐
拔
罰
閥
反
半
氾
犯
帆
伴
判
阪
板
版
班
畔
般
販
斑
搬
煩
頒
範
番
盤
比
皮
妃
否
批
彼
披
肥
非
飛
疲
悲
扉
費
罷
尾
眉
美
微
鼻
膝
肘
匹
必
泌
筆
百
表
票
評
漂
標
秒
病
品
貧
不
夫
父
付
布
扶
府
怖
阜
附
訃
負
赴
浮
婦
符
富
普
腐
敷
膚
賦
譜
武
部
封
伏
服
副
幅
復
腹
覆
拂
沸
佛
物
粉
紛
噴
墳
憤
奮
分
文
聞
丙
平
兵
併
並
柄
陛
閉
米
壁
璧
癖
別
片
偏
編
弁
便
步
保
哺
捕
母
簿
方
包
邦
奉
抱
放
法
泡
胞
俸
倣
峰
崩
訪
報
蜂
褒
亡
忙
坊
妨
忘
防
房
肪
某
冒
剖
紡
望
傍
帽
棒
貿
貌
暴
膨
謀
頰
北
木
朴
牧
睦
僕
撲
勃
本
奔
翻
凡
盆
麻
摩
磨
魔
每
妹
枚
昧
埋
枕
又
末
抹
慢
漫
未
味
魅
密
蜜
脈
妙
民
眠
矛
無
娘
名
命
明
冥
盟
銘
鳴
滅
面
綿
毛
妄
盲
耗
猛
網
目
默
門
紋
問
冶
夜
野
彌
厄
役
約
躍
由
油
愉
諭
輸
癒
唯
友
有
勇
幽
悠
郵
湧
猶
雄
誘
憂
融
優
予
余
預
幼
用
羊
妖
洋
要
容
庸
揚
搖
陽
溶
腰
瘍
窯
養
擁
謠
抑
沃
浴
欲
翌
翼
拉
羅
來
雷
賴
絡
酪
辣
卵
吏
利
里
理
痢
履
璃
離
陸
立
律
慄
略
柳
留
龍
粒
侶
旅
慮
了
良
料
涼
陵
量
僚
領
寮
療
瞭
糧
力
綠
林
倫
輪
淚
累
壘
令
冷
例
鈴
零
麗
曆
歷
列
劣
烈
裂
廉
鍊
呂
賂
路
露
老
弄
郎
浪
漏
籠
六
錄
麓
論
和
話
賄
惑
腕
亞
惡
為
榮
圓
緣
園
應
櫻
奧
溫
價
壞
懷
樂
渴
卷
陷
氣
偽
戲
虛
峽
狹
曉
惠
揭
擊
縣
儉
劍
險
圈
檢
顯
驗
恆
國
黑
碎
雜
兒
實
壽
收
從
獸
縱
將
涉
燒
狀
乘
淨
剩
疊
讓
釀
真
寢
慎
盡
粹
醉
穗
瀨
齊
靜
攝
專
戰
纖
壯
爭
巢
曾
裝
增
即
單
團
彈
晝
鑄
廳
徵
聽
鎮
轉
傳
島
燈
盜
稻
德
拜
盃
杯
賣
髮
拔
富
拂
佛
步
峰
翻
每
默
野
彌
搖
謠
來
賴
龍
涼
綠
淚
壘
曆
歷
鍊
郎
錄
丑
丞
乃
乎
也
云
亙
亦
亥
亨
亮
仔
伊
伍
伽
佃
佑
伶
侃
俄
俠
俐
倭
俱
倖
傭
允
兜
其
凌
凜
凰
凱
函
劉
劫
勁
勿
匡
卜
卯
叉
叢
只
吾
吞
吻
哉
哨
哩
喬
喧
喋
嘉
嘗
圃
圭
坐
堯
坦
堰
壕
壬
夷
奄
奎
套
娃
姪
姥
嬉
孟
宏
宋
宥
寅
寓
寵
尖
尤
屑
峨
峻
嵩
嶺
巫
已
巳
巴
巷
巽
帖
幌
庇
庚
庵
廟
弘
弛
彗
彪
彬
忽
恢
恰
恕
悌
惟
惚
悉
惺
慧
戊
或
戟
托
按
掬
捷
捧
掠
摑
摺
撒
撰
撞
播
撫
孜
敦
斐
斡
斧
斯
於
旭
昂
昏
昌
晏
晃
晒
晨
智
暉
暢
曝
曳
朋
朔
杏
杖
杜
李
杭
杵
杷
枇
柑
柏
柚
檜
桔
桂
桐
栗
梧
梓
梢
梯
桶
梁
棲
楚
楠
椰
楊
榛
槍
樟
橘
樽
橙
檀
櫂
櫓
欣
欽
殆
毅
汀
汝
汐
沌
沫
洲
洛
浩
浬
淵
淳
淋
渥
渾
湘
湊
湛
溢
溜
漱
漕
濡
灸
灼
烏
焰
焚
煌
煤
熙
燎
燦
燭
爾
牒
牟
牡
牽
犀
狼
獅
玖
珊
珀
玲
琥
琶
琵
琳
瑚
瑞
甥
甫
畢
疋
皓
眸
砥
砧
硯
碗
碩
碧
磐
磯
禽
禾
秦
秤
稀
稔
稟
稜
穹
窄
窪
窺
竣
竺
竿
笙
笠
箕
箔
篇
簞
簾
粥
粟
糊
紗
紐
絃
絆
絢
綺
綜
綴
綾
綸
繫
繡
纂
纏
羚
翔
翠
耀
而
耶
耽
肇
肋
肴
胤
胡
腔
脹
膏
舵
蝦
蝶
螺
蟬
蟹
蠟
袈
裟
裳
訊
訣
註
詢
詫
誼
諄
諒
謂
諺
豹
賑
赳
跨
蹄
輔
輯
轟
辰
邑
郁
鄭
酉
醇
醬
釘
釧
鋒
鋸
錘
錐
錫
鍬
閃
閏
閤
阿
陀
雀
雁
雛
霞
靖
鞍
鞘
鞠
鞭
頁
頌
頗
馨
馴
馳
駕
駿
魁
魯
鯉
鳩
鳶
鳳
鴨
鴻
鵬
鷗
鷺
鷹
麒
黎
鼎
亙
凜
堯
晃
檜
